rt	trial_type	trial_index	trial_index_global	time_elapsed	subject	condition	problems	moveNum	src	category	imageName	init_locationsX	init_locationsY	movesX	movesY	dropTime	dropCorrect	dropPosition	final_locationsX	final_locationsY	problem_type	responseL	responseR
32834	active-sort	0	1	135593	p29024	active	pbp09	12	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	755	455	125	455	29830	1	left	125	455	pbp34	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	1	lib/images/pbp09/problem/pbp09_1-1.jpg	left	pbp09_1-1.jpg	425	235	943	249	15392	0	right	125	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	2	lib/images/pbp09/problem/pbp09_1-1.jpg	left	pbp09_1-1.jpg	425	235	125	241	16845	1	left	125	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	3	lib/images/pbp09/problem/pbp09_1-3.jpg	right	pbp09_1-3.jpg	425	345	264	262	17864	0	left	1054	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	4	lib/images/pbp09/problem/pbp09_3-3.jpg	right	pbp09_3-3.jpg	535	455	234	286	21994	0	left	942	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	5	lib/images/pbp09/problem/pbp09_3-3.jpg	right	pbp09_3-3.jpg	535	455	942	241	27562	1	right	942	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	6	lib/images/pbp09/problem/pbp09_1-3.jpg	right	pbp09_1-3.jpg	425	345	1054	241	28873	1	right	1054	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	7	lib/images/pbp09/problem/pbp09_3-1.jpg	left	pbp09_3-1.jpg	645	455	237	241	35480	1	left	237	241	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	8	lib/images/pbp09/problem/pbp09_3-4.jpg	right	pbp09_3-4.jpg	535	235	241	325	38584	0	left	942	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	9	lib/images/pbp09/problem/pbp09_3-4.jpg	right	pbp09_3-4.jpg	535	235	942	348	40041	1	right	942	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	10	lib/images/pbp09/problem/pbp09_2-2.jpg	left	pbp09_2-2.jpg	645	235	1031	353	42312	0	right	237	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	11	lib/images/pbp09/problem/pbp09_2-2.jpg	left	pbp09_2-2.jpg	645	235	237	348	43800	1	left	237	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	12	lib/images/pbp09/problem/pbp09_1-2.jpg	left	pbp09_1-2.jpg	755	235	125	348	46176	1	left	125	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	13	lib/images/pbp09/problem/pbp09_2-4.jpg	right	pbp09_2-4.jpg	425	455	157	476	48510	0	left	1054	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	14	lib/images/pbp09/problem/pbp09_2-4.jpg	right	pbp09_2-4.jpg	425	455	1054	348	50103	1	right	1054	348	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	15	lib/images/pbp09/problem/pbp09_2-3.jpg	right	pbp09_2-3.jpg	755	455	942	455	52527	1	right	942	455	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	16	lib/images/pbp09/problem/pbp09_2-1.jpg	left	pbp09_2-1.jpg	755	345	125	455	54631	1	left	125	455	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	17	lib/images/pbp09/problem/pbp09_3-2.jpg	left	pbp09_3-2.jpg	535	345	237	455	56847	1	left	237	455	pbp09	moving away or towards each other	moving in same direction or not at all
61602	active-sort	0	3	206589	p29024	active	pbp09	18	lib/images/pbp09/problem/pbp09_1-4.jpg	right	pbp09_1-4.jpg	645	345	1054	455	58600	1	right	1054	455	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244130	p29024	active	pbp09	1	lib/images/pbp09/test/pbp09_5-3.jpg	right	pbp09_5-3.jpg	590	306	988.5	556	4240	1	right	988.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	2	lib/images/pbp09/test/pbp09_4-1.jpg	left	pbp09_4-1.jpg	590	306	191.5	556	8951	1	left	191.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	3	lib/images/pbp09/test/pbp09_5-2.jpg	left	pbp09_5-2.jpg	590	306	191.5	556	11031	1	left	191.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	4	lib/images/pbp09/test/pbp09_4-3.jpg	right	pbp09_4-3.jpg	590	306	988.5	556	13056	1	right	988.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	5	lib/images/pbp09/test/pbp09_4-2.jpg	left	pbp09_4-2.jpg	590	306	191.5	556	18040	1	left	191.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	6	lib/images/pbp09/test/pbp09_4-4.jpg	right	pbp09_4-4.jpg	590	306	988.5	556	21031	1	right	988.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	7	lib/images/pbp09/test/pbp09_5-4.jpg	right	pbp09_5-4.jpg	590	306	988.5	556	24487	1	right	988.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
30568	test-sort	0	6	244131	p29024	active	pbp09	8	lib/images/pbp09/test/pbp09_5-1.jpg	left	pbp09_5-1.jpg	590	306	191.5	556	26567	1	left	191.5	556	pbp09	moving away or towards each other	moving in same direction or not at all
32262	survey-text-leftRight	0	7	278400	p29024	active	pbp09	NA				NA	NA	NA	NA	NA	NA		NA	NA		moving away or towards each other	moving in same direction or not at all
67828	passive-sort	0	1	151733	p312732	passive	pbp18	1	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	235	237	241	8382	1	left	237	241	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151735	p312732	passive	pbp18	2	lib/images/pbp34/problem/pbp34_1-3.jpg	right	pbp34_1-3.jpg	535	455	942	241	16753	1	right	942	241	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151735	p312732	passive	pbp18	3	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	425	235	237	348	24146	1	left	237	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151735	p312732	passive	pbp18	4	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	345	942	362	34196	0	right	125	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151735	p312732	passive	pbp18	5	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	345	125	455	37101	1	left	125	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151735	p312732	passive	pbp18	6	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	755	345	942	455	39912	1	right	942	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	7	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	755	455	108	367	43861	0	left	1054	241	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	8	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	755	455	1054	241	46912	1	right	1054	241	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	9	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	425	455	139	242	49248	0	left	1054	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	10	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	425	455	265	447	51023	0	left	1054	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	11	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	425	455	1054	348	52349	1	right	1054	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	12	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	535	235	1028	452	54308	0	right	237	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	13	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	535	235	237	455	57423	1	left	237	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	14	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	645	345	1054	455	60223	1	right	1054	455	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151736	p312732	passive	pbp18	15	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	645	455	942	348	62000	1	right	942	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151737	p312732	passive	pbp18	16	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	425	345	125	348	63724	1	left	125	348	pbp34	Objects moved away from each other	Objects tried to group up
67828	passive-sort	0	1	151737	p312732	passive	pbp18	17	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	755	235	125	241	64823	1	left	125	241	pbp34	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210853	p312732	passive	pbp18	1	lib/images/pbp18/problem/pbp18_1-2.jpg	left	pbp18_1-2.jpg	425	345	125	455	6888	1	left	125	455	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210853	p312732	passive	pbp18	2	lib/images/pbp18/problem/pbp18_3-3.jpg	right	pbp18_3-3.jpg	535	235	942	241	10011	1	right	942	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210853	p312732	passive	pbp18	3	lib/images/pbp18/problem/pbp18_2-2.jpg	left	pbp18_2-2.jpg	535	455	975	331	11870	0	right	125	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	4	lib/images/pbp18/problem/pbp18_2-2.jpg	left	pbp18_2-2.jpg	535	455	125	348	13426	1	left	125	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	5	lib/images/pbp18/problem/pbp18_2-4.jpg	right	pbp18_2-4.jpg	645	235	261	350	16606	0	left	1054	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	6	lib/images/pbp18/problem/pbp18_2-4.jpg	right	pbp18_2-4.jpg	645	235	1054	241	18175	1	right	1054	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	7	lib/images/pbp18/problem/pbp18_3-1.jpg	left	pbp18_3-1.jpg	425	455	938	325	19824	0	right	237	455	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	8	lib/images/pbp18/problem/pbp18_3-1.jpg	left	pbp18_3-1.jpg	425	455	237	455	21209	1	left	237	455	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	9	lib/images/pbp18/problem/pbp18_3-4.jpg	right	pbp18_3-4.jpg	645	455	236	343	22922	0	left	942	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	10	lib/images/pbp18/problem/pbp18_3-4.jpg	right	pbp18_3-4.jpg	645	455	942	348	29323	1	right	942	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	11	lib/images/pbp18/problem/pbp18_1-1.jpg	left	pbp18_1-1.jpg	645	345	1044	339	31037	0	right	237	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	12	lib/images/pbp18/problem/pbp18_1-1.jpg	left	pbp18_1-1.jpg	645	345	237	348	32619	1	left	237	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	13	lib/images/pbp18/problem/pbp18_1-3.jpg	right	pbp18_1-3.jpg	755	345	1054	348	35102	1	right	1054	348	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210854	p312732	passive	pbp18	14	lib/images/pbp18/problem/pbp18_3-2.jpg	left	pbp18_3-2.jpg	425	235	914	463	36913	0	right	237	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210855	p312732	passive	pbp18	15	lib/images/pbp18/problem/pbp18_3-2.jpg	left	pbp18_3-2.jpg	425	235	237	241	38419	1	left	237	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210855	p312732	passive	pbp18	16	lib/images/pbp18/problem/pbp18_2-3.jpg	right	pbp18_2-3.jpg	755	235	101	236	40082	0	left	942	455	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210855	p312732	passive	pbp18	17	lib/images/pbp18/problem/pbp18_2-3.jpg	right	pbp18_2-3.jpg	755	235	942	455	41652	1	right	942	455	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210855	p312732	passive	pbp18	18	lib/images/pbp18/problem/pbp18_2-1.jpg	left	pbp18_2-1.jpg	535	345	125	241	45045	1	left	125	241	pbp18	Objects moved away from each other	Objects tried to group up
49361	passive-sort	0	3	210855	p312732	passive	pbp18	19	lib/images/pbp18/problem/pbp18_1-4.jpg	right	pbp18_1-4.jpg	755	455	1054	455	46357	1	right	1054	455	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287228	p312732	passive	pbp18	1	lib/images/pbp18/test/pbp18_5-4.jpg	right	pbp18_5-4.jpg	590	306	191.5	556	18360	0	left	191.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287228	p312732	passive	pbp18	2	lib/images/pbp18/test/pbp18_5-3.jpg	right	pbp18_5-3.jpg	590	306	988.5	556	34207	1	right	988.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287228	p312732	passive	pbp18	3	lib/images/pbp18/test/pbp18_5-2.jpg	left	pbp18_5-2.jpg	590	306	988.5	556	45883	0	right	988.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287228	p312732	passive	pbp18	4	lib/images/pbp18/test/pbp18_4-2.jpg	left	pbp18_4-2.jpg	590	306	191.5	556	49590	1	left	191.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287228	p312732	passive	pbp18	5	lib/images/pbp18/test/pbp18_4-3.jpg	right	pbp18_4-3.jpg	590	306	191.5	556	53161	0	left	191.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287229	p312732	passive	pbp18	6	lib/images/pbp18/test/pbp18_5-1.jpg	left	pbp18_5-1.jpg	590	306	988.5	556	55230	0	right	988.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287229	p312732	passive	pbp18	7	lib/images/pbp18/test/pbp18_4-1.jpg	left	pbp18_4-1.jpg	590	306	988.5	556	57150	0	right	988.5	556	pbp18	Objects moved away from each other	Objects tried to group up
63297	test-sort	0	6	287229	p312732	passive	pbp18	8	lib/images/pbp18/test/pbp18_4-4.jpg	right	pbp18_4-4.jpg	590	306	988.5	556	59298	1	right	988.5	556	pbp18	Objects moved away from each other	Objects tried to group up
70834	survey-text-leftRight	0	7	360084	p312732	passive	pbp18	NA				NA	NA	NA	NA	NA	NA		NA	NA		Objects moved away from each other	Objects tried to group up
41873	active-sort	0	1	153088	p314287	active	pbp02	1	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	535	235	125	241	12392	1	left	125	241	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	2	lib/images/pbp34/problem/pbp34_1-3.jpg	right	pbp34_1-3.jpg	755	345	942	241	14860	1	right	942	241	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	3	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	645	455	125	348	17824	1	left	125	348	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	4	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	535	455	942	348	19526	1	right	942	348	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	5	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	425	455	1054	241	23407	1	right	1054	241	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	6	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	425	235	1054	348	25974	1	right	1054	348	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	7	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	425	345	237	348	27713	1	left	237	348	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153089	p314287	active	pbp02	8	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	535	345	237	241	30027	1	left	237	241	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153090	p314287	active	pbp02	9	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	645	345	942	455	31660	1	right	942	455	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153090	p314287	active	pbp02	10	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	755	235	125	455	33785	1	left	125	455	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153090	p314287	active	pbp02	11	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	235	237	455	37483	1	left	237	455	pbp34	A single shape	Two shapes
41873	active-sort	0	1	153090	p314287	active	pbp02	12	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	755	455	1054	455	38866	1	right	1054	455	pbp34	A single shape	Two shapes
52066	active-sort	0	3	220901	p314287	active	pbp02	1	lib/images/pbp02/problem/pbp02_2-4.jpg	right	pbp02_2-4.jpg	425	235	83	241	8216	0	left	942	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220901	p314287	active	pbp02	2	lib/images/pbp02/problem/pbp02_2-4.jpg	right	pbp02_2-4.jpg	425	235	942	241	12938	1	right	942	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220901	p314287	active	pbp02	3	lib/images/pbp02/problem/pbp02_2-2.jpg	left	pbp02_2-2.jpg	425	455	907	361	19919	0	right	125	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	4	lib/images/pbp02/problem/pbp02_2-2.jpg	left	pbp02_2-2.jpg	425	455	125	241	24566	1	left	125	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	5	lib/images/pbp02/problem/pbp02_2-1.jpg	left	pbp02_2-1.jpg	755	455	959	332	30710	0	right	237	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	6	lib/images/pbp02/problem/pbp02_2-1.jpg	left	pbp02_2-1.jpg	755	455	237	241	32743	1	left	237	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	7	lib/images/pbp02/problem/pbp02_1-2.jpg	left	pbp02_1-2.jpg	425	345	125	348	36830	1	left	125	348	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	8	lib/images/pbp02/problem/pbp02_1-1.jpg	left	pbp02_1-1.jpg	535	345	237	348	39422	1	left	237	348	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	9	lib/images/pbp02/problem/pbp02_1-3.jpg	right	pbp02_1-3.jpg	755	345	942	348	41047	1	right	942	348	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220902	p314287	active	pbp02	10	lib/images/pbp02/problem/pbp02_3-1.jpg	left	pbp02_3-1.jpg	645	345	125	455	42455	1	left	125	455	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220903	p314287	active	pbp02	11	lib/images/pbp02/problem/pbp02_2-3.jpg	right	pbp02_2-3.jpg	535	455	1054	241	43765	1	right	1054	241	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220903	p314287	active	pbp02	12	lib/images/pbp02/problem/pbp02_3-4.jpg	right	pbp02_3-4.jpg	645	455	942	455	44998	1	right	942	455	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220903	p314287	active	pbp02	13	lib/images/pbp02/problem/pbp02_1-4.jpg	right	pbp02_1-4.jpg	535	235	1054	348	46751	1	right	1054	348	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220903	p314287	active	pbp02	14	lib/images/pbp02/problem/pbp02_3-2.jpg	left	pbp02_3-2.jpg	645	235	237	455	47829	1	left	237	455	pbp02	A single shape	Two shapes
52066	active-sort	0	3	220903	p314287	active	pbp02	15	lib/images/pbp02/problem/pbp02_3-3.jpg	right	pbp02_3-3.jpg	755	235	1054	455	49062	1	right	1054	455	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267202	p314287	active	pbp02	1	lib/images/pbp02/test/pbp02_4-1.jpg	left	pbp02_4-1.jpg	590	306	191.5	556	3552	1	left	191.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267202	p314287	active	pbp02	2	lib/images/pbp02/test/pbp02_5-1.jpg	left	pbp02_5-1.jpg	590	306	191.5	556	6490	1	left	191.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	3	lib/images/pbp02/test/pbp02_4-4.jpg	right	pbp02_4-4.jpg	590	306	988.5	556	8633	1	right	988.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	4	lib/images/pbp02/test/pbp02_4-3.jpg	right	pbp02_4-3.jpg	590	306	988.5	556	10793	1	right	988.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	5	lib/images/pbp02/test/pbp02_5-3.jpg	right	pbp02_5-3.jpg	590	306	988.5	556	12921	1	right	988.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	6	lib/images/pbp02/test/pbp02_5-2.jpg	left	pbp02_5-2.jpg	590	306	191.5	556	14920	1	left	191.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	7	lib/images/pbp02/test/pbp02_4-2.jpg	left	pbp02_4-2.jpg	590	306	191.5	556	17026	1	left	191.5	556	pbp02	A single shape	Two shapes
23258	test-sort	0	6	267203	p314287	active	pbp02	8	lib/images/pbp02/test/pbp02_5-4.jpg	right	pbp02_5-4.jpg	590	306	988.5	556	19256	1	right	988.5	556	pbp02	A single shape	Two shapes
20444	survey-text-leftRight	0	7	289672	p314287	active	pbp02	NA				NA	NA	NA	NA	NA	NA		NA	NA		A single shape	Two shapes
66893	passive-sort	0	1	178628	p330565	passive	pbp13	1	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	755	455	237	348	16480	1	left	237	348	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178628	p330565	passive	pbp13	2	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	535	235	942	241	27541	1	right	942	241	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	3	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	455	958	341	34130	0	right	125	348	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	4	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	455	125	348	35658	1	left	125	348	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	5	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	425	345	952	339	41129	0	right	125	241	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	6	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	425	345	125	241	42648	1	left	125	241	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	7	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	645	455	942	348	45938	1	right	942	348	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	8	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	645	345	1070	234	48720	0	right	237	241	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	9	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	645	345	237	241	50089	1	left	237	241	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	10	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	425	455	1054	348	53554	1	right	1054	348	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	11	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	425	235	125	455	56184	1	left	125	455	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	12	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	645	235	942	455	59632	1	right	942	455	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	13	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	755	235	237	455	61079	1	left	237	455	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
66893	passive-sort	0	1	178629	p330565	passive	pbp13	14	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	755	345	1054	455	62728	1	right	1054	455	pbp34	When stacked there is no empty space between shapes	When stacked there is empty space between shapes.
