rt	trial_type	trial_index	trial_index_global	time_elapsed	subject	condition	problems	moveNum	src	category	imageName	init_locationsX	init_locationsY	movesX	movesY	dropTime	dropCorrect	dropPosition	final_locationsX	final_locationsY	problem_type	responseL	responseR
55139	active-sort	0	1	97827	p478708	active	pbp13	4	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	425	235	125	241	31169	1	left	125	241	pbp34	solid base	separated base
55139	active-sort	0	1	97827	p478708	active	pbp13	5	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	645	235	942	241	35996	1	right	942	241	pbp34	solid base	separated base
55139	active-sort	0	1	97827	p478708	active	pbp13	6	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	645	345	1054	241	38587	1	right	1054	241	pbp34	solid base	separated base
55139	active-sort	0	1	97828	p478708	active	pbp13	7	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	535	455	237	455	41877	1	left	237	455	pbp34	solid base	separated base
55139	active-sort	0	1	97828	p478708	active	pbp13	8	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	425	455	237	348	43559	1	left	237	348	pbp34	solid base	separated base
55139	active-sort	0	1	97828	p478708	active	pbp13	9	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	425	345	125	348	45146	1	left	125	348	pbp34	solid base	separated base
55139	active-sort	0	1	97828	p478708	active	pbp13	10	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	345	125	455	47540	1	left	125	455	pbp34	solid base	separated base
55139	active-sort	0	1	97828	p478708	active	pbp13	11	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	535	235	1054	348	50639	1	right	1054	348	pbp34	solid base	separated base
55139	active-sort	0	1	97829	p478708	active	pbp13	12	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	755	455	1054	455	52135	1	right	1054	455	pbp34	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	1	lib/images/pbp13/problem/pbp13_3-2.jpg	left	pbp13_3-2.jpg	755	235	957	242	21240	0	right	237	241	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	2	lib/images/pbp13/problem/pbp13_3-2.jpg	left	pbp13_3-2.jpg	755	235	237	241	23092	1	left	237	241	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	3	lib/images/pbp13/problem/pbp13_1-4.jpg	right	pbp13_1-4.jpg	535	235	942	241	24944	1	right	942	241	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	4	lib/images/pbp13/problem/pbp13_2-4.jpg	right	pbp13_2-4.jpg	425	235	1054	241	29293	1	right	1054	241	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	5	lib/images/pbp13/problem/pbp13_1-3.jpg	right	pbp13_1-3.jpg	755	345	942	348	31457	1	right	942	348	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	6	lib/images/pbp13/problem/pbp13_2-3.jpg	right	pbp13_2-3.jpg	425	455	942	455	35692	1	right	942	455	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	7	lib/images/pbp13/problem/pbp13_3-1.jpg	left	pbp13_3-1.jpg	535	345	237	348	39130	1	left	237	348	pbp13	solid base	separated base
54780	active-sort	0	3	178949	p478708	active	pbp13	8	lib/images/pbp13/problem/pbp13_2-1.jpg	left	pbp13_2-1.jpg	755	455	237	455	41762	1	left	237	455	pbp13	solid base	separated base
54780	active-sort	0	3	178950	p478708	active	pbp13	9	lib/images/pbp13/problem/pbp13_1-2.jpg	left	pbp13_1-2.jpg	535	455	125	455	43666	1	left	125	455	pbp13	solid base	separated base
54780	active-sort	0	3	178950	p478708	active	pbp13	10	lib/images/pbp13/problem/pbp13_2-2.jpg	left	pbp13_2-2.jpg	645	345	125	348	46456	1	left	125	348	pbp13	solid base	separated base
54780	active-sort	0	3	178950	p478708	active	pbp13	11	lib/images/pbp13/problem/pbp13_1-1.jpg	left	pbp13_1-1.jpg	645	455	125	241	48294	1	left	125	241	pbp13	solid base	separated base
54780	active-sort	0	3	178950	p478708	active	pbp13	12	lib/images/pbp13/problem/pbp13_3-4.jpg	right	pbp13_3-4.jpg	425	345	1054	348	50093	1	right	1054	348	pbp13	solid base	separated base
54780	active-sort	0	3	178950	p478708	active	pbp13	13	lib/images/pbp13/problem/pbp13_3-3.jpg	right	pbp13_3-3.jpg	645	235	1054	455	51773	1	right	1054	455	pbp13	solid base	separated base
25763	test-sort	0	6	216009	p478708	active	pbp13	1	lib/images/pbp13/test/pbp13_5-4.jpg	right	pbp13_5-4.jpg	590	307.6000061	988.5	557.6000061	2853	1	right	988.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	2	lib/images/pbp13/test/pbp13_5-3.jpg	right	pbp13_5-3.jpg	590	307.6000061	988.5	557.6000061	5995	1	right	988.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	3	lib/images/pbp13/test/pbp13_5-1.jpg	left	pbp13_5-1.jpg	590	307.6000061	191.5	557.6000061	8803	1	left	191.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	4	lib/images/pbp13/test/pbp13_4-4.jpg	right	pbp13_4-4.jpg	590	307.6000061	988.5	557.6000061	11403	1	right	988.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	5	lib/images/pbp13/test/pbp13_5-2.jpg	left	pbp13_5-2.jpg	590	307.6000061	191.5	557.6000061	15067	1	left	191.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	6	lib/images/pbp13/test/pbp13_4-1.jpg	left	pbp13_4-1.jpg	590	307.6000061	191.5	557.6000061	17239	1	left	191.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	7	lib/images/pbp13/test/pbp13_4-3.jpg	right	pbp13_4-3.jpg	590	307.6000061	988.5	557.6000061	19710	1	right	988.5	557.6000061	pbp13	solid base	separated base
25763	test-sort	0	6	216010	p478708	active	pbp13	8	lib/images/pbp13/test/pbp13_4-2.jpg	left	pbp13_4-2.jpg	590	307.6000061	191.5	557.6000061	21762	1	left	191.5	557.6000061	pbp13	solid base	separated base
11176	survey-text-leftRight	0	7	229206	p478708	active	pbp13	NA				NA	NA	NA	NA	NA	NA		NA	NA		solid base	separated base
62540	passive-sort	0	1	178060	p488570	passive	pbp28	1	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	345	125	241	28857	1	left	125	241	pbp34	will roll	will not roll
62540	passive-sort	0	1	178060	p488570	passive	pbp28	2	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	425	455	237	241	32452	1	left	237	241	pbp34	will roll	will not roll
62540	passive-sort	0	1	178061	p488570	passive	pbp28	3	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	755	455	942	241	37020	1	right	942	241	pbp34	will roll	will not roll
62540	passive-sort	0	1	178061	p488570	passive	pbp28	4	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	645	235	1054	241	40039	1	right	1054	241	pbp34	will roll	will not roll
62540	passive-sort	0	1	178061	p488570	passive	pbp28	5	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	645	455	125	348	44156	1	left	125	348	pbp34	will roll	will not roll
62540	passive-sort	0	1	178062	p488570	passive	pbp28	6	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	535	455	942	348	48406	1	right	942	348	pbp34	will roll	will not roll
62540	passive-sort	0	1	178062	p488570	passive	pbp28	7	lib/images/pbp34/problem/pbp34_1-3.jpg	right	pbp34_1-3.jpg	535	235	1054	348	50724	1	right	1054	348	pbp34	will roll	will not roll
62540	passive-sort	0	1	178062	p488570	passive	pbp28	8	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	535	345	237	348	52680	1	left	237	348	pbp34	will roll	will not roll
62540	passive-sort	0	1	178063	p488570	passive	pbp28	9	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	425	345	125	455	54185	1	left	125	455	pbp34	will roll	will not roll
62540	passive-sort	0	1	178063	p488570	passive	pbp28	10	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	755	345	942	455	56414	1	right	942	455	pbp34	will roll	will not roll
62540	passive-sort	0	1	178064	p488570	passive	pbp28	11	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	425	235	237	455	58292	1	left	237	455	pbp34	will roll	will not roll
62540	passive-sort	0	1	178064	p488570	passive	pbp28	12	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	755	235	1054	455	59511	1	right	1054	455	pbp34	will roll	will not roll
88000	passive-sort	0	3	278534	p488570	passive	pbp28	1	lib/images/pbp28/problem/pbp28_3-4.jpg	right	pbp28_3-4.jpg	755	345	942	241	2209	1	right	942	241	pbp28	will roll	will not roll
88000	passive-sort	0	3	278535	p488570	passive	pbp28	2	lib/images/pbp28/problem/pbp28_2-1.jpg	left	pbp28_2-1.jpg	425	345	125	241	17094	1	left	125	241	pbp28	will roll	will not roll
88000	passive-sort	0	3	278536	p488570	passive	pbp28	3	lib/images/pbp28/problem/pbp28_2-3.jpg	right	pbp28_2-3.jpg	755	455	253	273	22058	0	left	1054	241	pbp28	will roll	will not roll
88000	passive-sort	0	3	278537	p488570	passive	pbp28	4	lib/images/pbp28/problem/pbp28_2-3.jpg	right	pbp28_2-3.jpg	755	455	1054	241	25194	1	right	1054	241	pbp28	will roll	will not roll
88000	passive-sort	0	3	278538	p488570	passive	pbp28	5	lib/images/pbp28/problem/pbp28_1-4.jpg	right	pbp28_1-4.jpg	755	235	942	348	37662	1	right	942	348	pbp28	will roll	will not roll
88000	passive-sort	0	3	278539	p488570	passive	pbp28	6	lib/images/pbp28/problem/pbp28_1-3.jpg	right	pbp28_1-3.jpg	535	235	1054	348	40580	1	right	1054	348	pbp28	will roll	will not roll
88000	passive-sort	0	3	278539	p488570	passive	pbp28	7	lib/images/pbp28/problem/pbp28_2-2.jpg	left	pbp28_2-2.jpg	425	455	237	241	45605	1	left	237	241	pbp28	will roll	will not roll
88000	passive-sort	0	3	278540	p488570	passive	pbp28	8	lib/images/pbp28/problem/pbp28_1-2.jpg	left	pbp28_1-2.jpg	535	455	237	348	51625	1	left	237	348	pbp28	will roll	will not roll
88000	passive-sort	0	3	278541	p488570	passive	pbp28	9	lib/images/pbp28/problem/pbp28_2-4.jpg	right	pbp28_2-4.jpg	645	345	124	383	53947	0	left	942	455	pbp28	will roll	will not roll
88000	passive-sort	0	3	278542	p488570	passive	pbp28	10	lib/images/pbp28/problem/pbp28_2-4.jpg	right	pbp28_2-4.jpg	645	345	942	455	61341	1	right	942	455	pbp28	will roll	will not roll
88000	passive-sort	0	3	278545	p488570	passive	pbp28	11	lib/images/pbp28/problem/pbp28_3-3.jpg	right	pbp28_3-3.jpg	425	235	1054	455	79375	1	right	1054	455	pbp28	will roll	will not roll
88000	passive-sort	0	3	278548	p488570	passive	pbp28	12	lib/images/pbp28/problem/pbp28_3-2.jpg	left	pbp28_3-2.jpg	645	235	125	348	81549	1	left	125	348	pbp28	will roll	will not roll
88000	passive-sort	0	3	278548	p488570	passive	pbp28	13	lib/images/pbp28/problem/pbp28_1-1.jpg	left	pbp28_1-1.jpg	645	455	237	455	83485	1	left	237	455	pbp28	will roll	will not roll
88000	passive-sort	0	3	278549	p488570	passive	pbp28	14	lib/images/pbp28/problem/pbp28_3-1.jpg	left	pbp28_3-1.jpg	535	345	125	455	84984	1	left	125	455	pbp28	will roll	will not roll
52078	test-sort	0	6	348935	p488570	passive	pbp28	1	lib/images/pbp28/test/pbp28_4-1.jpg	left	pbp28_4-1.jpg	590	307.6000061	191.5	557.6000061	27816	1	left	191.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348937	p488570	passive	pbp28	2	lib/images/pbp28/test/pbp28_4-2.jpg	left	pbp28_4-2.jpg	590	307.6000061	191.5	557.6000061	30862	1	left	191.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348938	p488570	passive	pbp28	3	lib/images/pbp28/test/pbp28_5-3.jpg	right	pbp28_5-3.jpg	590	307.6000061	988.5	557.6000061	32970	1	right	988.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348939	p488570	passive	pbp28	4	lib/images/pbp28/test/pbp28_4-3.jpg	right	pbp28_4-3.jpg	590	307.6000061	988.5	557.6000061	35724	1	right	988.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348941	p488570	passive	pbp28	5	lib/images/pbp28/test/pbp28_5-2.jpg	left	pbp28_5-2.jpg	590	307.6000061	191.5	557.6000061	38083	1	left	191.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348942	p488570	passive	pbp28	6	lib/images/pbp28/test/pbp28_5-4.jpg	right	pbp28_5-4.jpg	590	307.6000061	988.5	557.6000061	42697	1	right	988.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348944	p488570	passive	pbp28	7	lib/images/pbp28/test/pbp28_5-1.jpg	left	pbp28_5-1.jpg	590	307.6000061	988.5	557.6000061	45813	0	right	988.5	557.6000061	pbp28	will roll	will not roll
52078	test-sort	0	6	348945	p488570	passive	pbp28	8	lib/images/pbp28/test/pbp28_4-4.jpg	right	pbp28_4-4.jpg	590	307.6000061	191.5	557.6000061	48072	0	left	191.5	557.6000061	pbp28	will roll	will not roll
116350	survey-text-leftRight	0	7	467511	p488570	passive	pbp28	NA				NA	NA	NA	NA	NA	NA		NA	NA		will roll	will not roll
49717	active-sort	0	1	132903	p491375	active	pbp16	1	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	425	235	942	241	12269	1	right	942	241	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	2	lib/images/pbp34/problem/pbp34_1-3.jpg	right	pbp34_1-3.jpg	645	235	1054	241	17666	1	right	1054	241	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	3	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	425	345	125	241	21819	1	left	125	241	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	4	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	535	235	237	241	26565	1	left	237	241	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	5	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	755	235	942	348	28958	1	right	942	348	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	6	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	345	125	348	30757	1	left	125	348	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	7	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	345	1057	348	32935	0	right	237	348	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	8	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	345	237	348	34814	1	left	237	348	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	9	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	755	345	125	455	41674	1	left	125	455	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	10	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	425	455	237	455	43565	1	left	237	455	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132904	p491375	active	pbp16	11	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	535	455	1054	348	44844	1	right	1054	348	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132905	p491375	active	pbp16	12	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	645	455	942	455	45772	1	right	942	455	pbp34	circle was on the left side	circle was on the right side
49717	active-sort	0	1	132905	p491375	active	pbp16	13	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	755	455	1054	455	46711	1	right	1054	455	pbp34	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	1	lib/images/pbp16/problem/pbp16_1-1.jpg	left	pbp16_1-1.jpg	645	235	939	236	6326	0	right	125	241	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	2	lib/images/pbp16/problem/pbp16_1-1.jpg	left	pbp16_1-1.jpg	645	235	125	241	11674	1	left	125	241	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	3	lib/images/pbp16/problem/pbp16_3-3.jpg	right	pbp16_3-3.jpg	425	235	942	241	22461	1	right	942	241	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	4	lib/images/pbp16/problem/pbp16_3-2.jpg	left	pbp16_3-2.jpg	755	235	237	241	41557	1	left	237	241	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	5	lib/images/pbp16/problem/pbp16_1-3.jpg	right	pbp16_1-3.jpg	755	345	942	348	49544	1	right	942	348	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	6	lib/images/pbp16/problem/pbp16_2-3.jpg	right	pbp16_2-3.jpg	535	235	1054	241	59072	1	right	1054	241	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	7	lib/images/pbp16/problem/pbp16_3-4.jpg	right	pbp16_3-4.jpg	425	345	1054	348	61085	1	right	1054	348	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	8	lib/images/pbp16/problem/pbp16_2-2.jpg	left	pbp16_2-2.jpg	535	345	237	348	62632	1	left	237	348	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	9	lib/images/pbp16/problem/pbp16_2-1.jpg	left	pbp16_2-1.jpg	645	345	125	348	63862	1	left	125	348	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	10	lib/images/pbp16/problem/pbp16_2-4.jpg	right	pbp16_2-4.jpg	425	455	942	455	65569	1	right	942	455	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	11	lib/images/pbp16/problem/pbp16_1-4.jpg	right	pbp16_1-4.jpg	645	455	1054	455	66958	1	right	1054	455	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218594	p491375	active	pbp16	12	lib/images/pbp16/problem/pbp16_3-1.jpg	left	pbp16_3-1.jpg	535	455	125	455	68361	1	left	125	455	pbp16	circle was on the left side	circle was on the right side
72744	active-sort	0	3	218595	p491375	active	pbp16	13	lib/images/pbp16/problem/pbp16_1-2.jpg	left	pbp16_1-2.jpg	755	455	237	455	69739	1	left	237	455	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	1	lib/images/pbp16/test/pbp16_4-2.jpg	left	pbp16_4-2.jpg	590	306	191.5	556	6291	1	left	191.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	2	lib/images/pbp16/test/pbp16_4-4.jpg	right	pbp16_4-4.jpg	590	306	988.5	556	8569	1	right	988.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	3	lib/images/pbp16/test/pbp16_4-3.jpg	right	pbp16_4-3.jpg	590	306	988.5	556	11671	1	right	988.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	4	lib/images/pbp16/test/pbp16_5-1.jpg	left	pbp16_5-1.jpg	590	306	191.5	556	13419	1	left	191.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	5	lib/images/pbp16/test/pbp16_4-1.jpg	left	pbp16_4-1.jpg	590	306	191.5	556	15460	1	left	191.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	6	lib/images/pbp16/test/pbp16_5-4.jpg	right	pbp16_5-4.jpg	590	306	988.5	556	17409	1	right	988.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	7	lib/images/pbp16/test/pbp16_5-2.jpg	left	pbp16_5-2.jpg	590	306	191.5	556	19218	1	left	191.5	556	pbp16	circle was on the left side	circle was on the right side
25050	test-sort	0	6	275862	p491375	active	pbp16	8	lib/images/pbp16/test/pbp16_5-3.jpg	right	pbp16_5-3.jpg	590	306	988.5	556	21047	1	right	988.5	556	pbp16	circle was on the left side	circle was on the right side
18150	survey-text-leftRight	0	7	296028	p491375	active	pbp16	NA				NA	NA	NA	NA	NA	NA		NA	NA		circle was on the left side	circle was on the right side
43824	passive-sort	0	1	94671	p49727	passive	pbp02	1	lib/images/pbp34/problem/pbp34_3-2.jpg	left	pbp34_3-2.jpg	425	345	125	241	5111	1	left	125	241	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	2	lib/images/pbp34/problem/pbp34_2-3.jpg	right	pbp34_2-3.jpg	425	235	942	241	13067	1	right	942	241	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	3	lib/images/pbp34/problem/pbp34_1-3.jpg	right	pbp34_1-3.jpg	535	345	1054	241	15460	1	right	1054	241	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	4	lib/images/pbp34/problem/pbp34_1-1.jpg	left	pbp34_1-1.jpg	425	455	237	241	17457	1	left	237	241	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	5	lib/images/pbp34/problem/pbp34_2-4.jpg	right	pbp34_2-4.jpg	645	235	942	348	19590	1	right	942	348	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	6	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	345	1061	372	21395	0	right	237	348	pbp34	one object	two objects
43824	passive-sort	0	1	94673	p49727	passive	pbp02	7	lib/images/pbp34/problem/pbp34_2-1.jpg	left	pbp34_2-1.jpg	645	345	237	348	24667	1	left	237	348	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	8	lib/images/pbp34/problem/pbp34_2-2.jpg	left	pbp34_2-2.jpg	755	455	125	348	27423	1	left	125	348	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	9	lib/images/pbp34/problem/pbp34_1-4.jpg	right	pbp34_1-4.jpg	755	345	1054	348	29063	1	right	1054	348	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	10	lib/images/pbp34/problem/pbp34_3-4.jpg	right	pbp34_3-4.jpg	535	455	942	455	33598	1	right	942	455	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	11	lib/images/pbp34/problem/pbp34_1-2.jpg	left	pbp34_1-2.jpg	645	455	125	455	35711	1	left	125	455	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	12	lib/images/pbp34/problem/pbp34_3-3.jpg	right	pbp34_3-3.jpg	755	235	1054	455	39372	1	right	1054	455	pbp34	one object	two objects
43824	passive-sort	0	1	94674	p49727	passive	pbp02	13	lib/images/pbp34/problem/pbp34_3-1.jpg	left	pbp34_3-1.jpg	535	235	237	455	40819	1	left	237	455	pbp34	one object	two objects
34215	passive-sort	0	3	142055	p49727	passive	pbp02	1	lib/images/pbp02/problem/pbp02_2-3.jpg	right	pbp02_2-3.jpg	645	455	134	230	3315	0	left	942	241	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	2	lib/images/pbp02/problem/pbp02_2-3.jpg	right	pbp02_2-3.jpg	645	455	942	241	5521	1	right	942	241	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	3	lib/images/pbp02/problem/pbp02_3-2.jpg	left	pbp02_3-2.jpg	755	345	237	241	11906	1	left	237	241	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	4	lib/images/pbp02/problem/pbp02_2-4.jpg	right	pbp02_2-4.jpg	535	345	1054	241	13867	1	right	1054	241	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	5	lib/images/pbp02/problem/pbp02_3-3.jpg	right	pbp02_3-3.jpg	645	235	219	336	17708	0	left	942	348	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	6	lib/images/pbp02/problem/pbp02_3-3.jpg	right	pbp02_3-3.jpg	645	235	942	348	19245	1	right	942	348	pbp02	one object	two objects
34215	passive-sort	0	3	142056	p49727	passive	pbp02	7	lib/images/pbp02/problem/pbp02_1-2.jpg	left	pbp02_1-2.jpg	535	235	237	348	20957	1	left	237	348	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	8	lib/images/pbp02/problem/pbp02_1-3.jpg	right	pbp02_1-3.jpg	755	235	1054	348	22456	1	right	1054	348	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	9	lib/images/pbp02/problem/pbp02_2-1.jpg	left	pbp02_2-1.jpg	425	345	237	455	23981	1	left	237	455	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	10	lib/images/pbp02/problem/pbp02_3-1.jpg	left	pbp02_3-1.jpg	425	235	125	241	25517	1	left	125	241	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	11	lib/images/pbp02/problem/pbp02_2-2.jpg	left	pbp02_2-2.jpg	425	455	125	348	27092	1	left	125	348	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	12	lib/images/pbp02/problem/pbp02_1-4.jpg	right	pbp02_1-4.jpg	755	455	942	455	28740	1	right	942	455	pbp02	one object	two objects
34215	passive-sort	0	3	142057	p49727	passive	pbp02	13	lib/images/pbp02/problem/pbp02_1-1.jpg	left	pbp02_1-1.jpg	535	455	125	455	29945	1	left	125	455	pbp02	one object	two objects
34215	passive-sort	0	3	142058	p49727	passive	pbp02	14	lib/images/pbp02/problem/pbp02_3-4.jpg	right	pbp02_3-4.jpg	645	345	1054	455	31210	1	right	1054	455	pbp02	one object	two objects
24641	test-sort	0	6	193248	p49727	passive	pbp02	1	lib/images/pbp02/test/pbp02_4-1.jpg	left	pbp02_4-1.jpg	590	306	191.5	556	7311	1	left	191.5	556	pbp02	one object	two objects
24641	test-sort	0	6	193249	p49727	passive	pbp02	2	lib/images/pbp02/test/pbp02_4-2.jpg	left	pbp02_4-2.jpg	590	306	191.5	556	9071	1	left	191.5	556	pbp02	one object	two objects
24641	test-sort	0	6	193249	p49727	passive	pbp02	3	lib/images/pbp02/test/pbp02_5-1.jpg	left	pbp02_5-1.jpg	590	306	191.5	556	10854	1	left	191.5	556	pbp02	one object	two objects
