ResponseID,StartDate,EndDate,Finished,Example,Strategy,Age,Sex,Lang,Lang_TEXT,Education,DO.BR.FL_3,DO.BL.Test1,DO.BL.Test2,DO.BL.Test3,DO.BL.Test4,trialID,response,test,promptStim,surfaceStim,shapeStim,targetLocation,surface,shape,species,surfaceMatchDirection,trialNumber,isShape,isSurface,surfaceMatch,surfaceMatchRev,surfaceMatchContentW,surfaceMatchContentWRev,surfaceMatchContentWBe,surfaceMatchContentWBeRev,shapeMatch,shapeMatchRev,shapeMatchContentW,shapeMatchContentWRev,shapeMatchContentWBe,shapeMatchContentWBeRev,surfaceToShapeName,surfaceToShapeNameContent,surfaceToShapeNameContentBe,matchNameability,matchNameabilityContentW,matchNameabilityContentWBe,surfaceMatchRevZ,shapeMatchRevZ,surfaceMatchContentWRevZ,shapeMatchContentWRevZ,surfaceMatchContentWBeRevZ,shapeMatchContentWBeRevZ,matchNameabilityZ,matchNameabilityContentWZ,matchNameabilityContentWBeZ,surfaceMatchInd,surfaceMatchIndRev,surfaceMatchIndCW,surfaceMatchIndCWRev,surfaceMatchIndCWB,surfaceMatchIndCWBRev,shapeMatchInd,shapeMatchIndRev,shapeMatchIndCW,shapeMatchIndCWRev,shapeMatchIndCWB,shapeMatchIndCWBRev,surfaceMatchIndRevZ,shapeMatchIndRevZ,surfaceMatchIndCWRevZ,shapeMatchIndCWRevZ,surfaceMatchIndCWBRevZ,shapeMatchIndCWBRevZ,matchNameabilityIndZ,matchNameabilityIndCWZ,matchNameabilityIndCWBZ,surfaceToShapeNameIndZ,surfaceMatchIndLen,surfaceMatchIndLenCW,surfaceMatchIndLenCWB,shapeMatchIndLen,shapeMatchIndLenCW,shapeMatchIndLenCWB,surfaceToShapeMatchIndLen,surfaceToShapeMatchIndLenCW,surfaceToShapeMatchIndLenCWB
R_1jHOWZf0niKU4VE,1/13/16 15:11,1/13/16 15:12,1,1,I just looked at the overall design and went based on that.,26,1,1,,5,Test4|Test1|Test3|Test2,1/1/01,2/2/01,3/2/01,4/1/01,X1.1.1,1,Test1,1.1.1,1.2.1,1.1.2,right,1,1,1,1to2,2,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.392788649,1.379917486,1.362564828,0.316939549,0.346622598,0.350910364,1.489426251,0.534648612,2.029433802,0.980088602,1.993173616,0.967224474,1.012037432,1.504761202,1.480199045,0.62745098,0.37254902,0.627906977,0.372093023,0.619047619,0.380952381,0.733333333,0.266666667,0.711538462,0.288461538,0.705882353,0.294117647,1.00139128,0.555802703,1.219739618,0.919555424,1.227717143,0.897700888,0.778596992,1.069647521,1.062709016,0.445588577,2.55,2.15,2.1,2.727272727,2.363636364,2.318181818,0.935,0.909615385,0.905882353
R_WiXtC52OlYj5KIF,1/13/16 15:11,1/13/16 15:14,1,1,I considered the silhoutte of each picture.,64,2,1,,4,Test2|Test3|Test4|Test1,1/1/01,2/1/01,3/2/01,4/1/02,X1.1.1,1,Test1,1.1.1,1.2.1,1.1.2,right,1,1,1,1to2,4,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.392788649,1.379917486,1.362564828,0.316939549,0.346622598,0.350910364,1.489426251,0.534648612,2.029433802,0.980088602,1.993173616,0.967224474,1.012037432,1.504761202,1.480199045,0.62745098,0.37254902,0.627906977,0.372093023,0.619047619,0.380952381,0.733333333,0.266666667,0.711538462,0.288461538,0.705882353,0.294117647,1.00139128,0.555802703,1.219739618,0.919555424,1.227717143,0.897700888,0.778596992,1.069647521,1.062709016,0.445588577,2.55,2.15,2.1,2.727272727,2.363636364,2.318181818,0.935,0.909615385,0.905882353
R_2YDGfbRVENEU16L,1/13/16 15:23,1/13/16 15:24,1,1,I just looked at the overall shape,45,1,1,,5,Test4|Test3|Test1|Test2,1/1/01,2/2/02,3/1/01,4/1/01,X1.1.1,2,Test1,1.1.1,1.2.1,1.1.2,right,1,1,1,1to2,3,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.392788649,1.379917486,1.362564828,0.316939549,0.346622598,0.350910364,1.489426251,0.534648612,2.029433802,0.980088602,1.993173616,0.967224474,1.012037432,1.504761202,1.480199045,0.62745098,0.37254902,0.627906977,0.372093023,0.619047619,0.380952381,0.733333333,0.266666667,0.711538462,0.288461538,0.705882353,0.294117647,1.00139128,0.555802703,1.219739618,0.919555424,1.227717143,0.897700888,0.778596992,1.069647521,1.062709016,0.445588577,2.55,2.15,2.1,2.727272727,2.363636364,2.318181818,0.935,0.909615385,0.905882353
R_11ZMFEJS7XFTj8x,1/13/16 14:34,1/13/16 14:35,1,1,I looked at the general shape,26,1,1,,5,Test4|Test1|Test3|Test2,1/2/02,2/1/02,3/2/01,4/2/02,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,right,2,2,1,2to1,2,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_4YP6dnnMkwkH79v,1/13/16 14:35,1/13/16 14:36,1,1,"No, all of the questions seemed obvious. ",27,1,1,,3,Test4|Test1|Test3|Test2,1/2/02,2/2/01,3/2/02,4/1/02,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,right,2,2,1,2to1,2,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_1nZOoowRMsrNyFW,1/13/16 14:35,1/13/16 14:37,1,1,I just answered how I viewed the pictures and which ones seemed more similar. I looked at the similarities in the overall shape.,42,1,1,,5,Test1|Test2|Test3|Test4,1/2/02,2/1/02,3/2/01,4/1/01,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,1,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_3O1gkYBIcyAPJIR,1/13/16 14:49,1/13/16 14:50,1,1,no,24,1,1,,3,Test3|Test4|Test2|Test1,1/2/02,2/1/02,3/2/01,4/2/02,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,4,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_8iD5Z4Uty2D8Sv7,1/13/16 14:48,1/13/16 14:51,1,1,I used my instincts instead of a particular strategy. I chose what I felt to be more related.,25,1,1,,3,Test2|Test1|Test3|Test4,1/2/02,2/2/02,3/1/01,4/2/02,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,2,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_1OxUSiToYwyGdhF,1/13/16 14:51,1/13/16 14:53,1,1,"Looked at general shape of the images, contour of the lines notwithstanding. ",55,1,1,,3,Test3|Test4|Test1|Test2,1/2/02,2/2/02,3/2/01,4/2/01,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,right,2,2,1,2to1,3,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_2fCzEvutbzJ2aDO,1/13/16 14:54,1/13/16 14:55,1,1,no,27,1,1,,2,Test4|Test1|Test2|Test3,1/2/02,2/2/02,3/1/02,4/1/01,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,2,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_3kNdNxmlJX9FJoD,1/13/16 14:54,1/13/16 14:55,1,1,Looked at the border shapes and texture40,NA,2,1,,3,Test1|Test2|Test3|Test4,1/2/02,2/1/01,3/1/01,4/1/02,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,1,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_3DeiBCJu9hwFxb3,1/13/16 14:59,1/13/16 15:00,1,1,Shape,29,1,1,,5,Test4|Test2|Test3|Test1,1/2/02,2/2/01,3/2/02,4/2/02,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,4,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_2AYEHJjgq4GnvdR,1/13/16 15:10,1/13/16 15:11,1,1,Went with gut response,27,2,1,,3,Test2|Test3|Test1|Test4,1/2/02,2/1/02,3/1/01,4/1/01,X1.2.2,2,Test1,1.2.2,1.1.2,1.2.1,left,2,2,1,2to1,3,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_CknU93esODoLGRH,1/13/16 15:17,1/13/16 15:18,1,1,Similar shapes,28,1,1,,5,Test1|Test3|Test4|Test2,1/2/02,2/2/01,3/1/02,4/2/02,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,right,2,2,1,2to1,1,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
