ResponseID,StartDate,EndDate,Finished,Example,Strategy,Age,Sex,Lang,Lang_TEXT,Education,DO.BR.FL_3,DO.BL.Test1,DO.BL.Test2,DO.BL.Test3,DO.BL.Test4,trialID,response,test,promptStim,surfaceStim,shapeStim,targetLocation,surface,shape,species,surfaceMatchDirection,trialNumber,isShape,isSurface,surfaceMatch,surfaceMatchRev,surfaceMatchContentW,surfaceMatchContentWRev,surfaceMatchContentWBe,surfaceMatchContentWBeRev,shapeMatch,shapeMatchRev,shapeMatchContentW,shapeMatchContentWRev,shapeMatchContentWBe,shapeMatchContentWBeRev,surfaceToShapeName,surfaceToShapeNameContent,surfaceToShapeNameContentBe,matchNameability,matchNameabilityContentW,matchNameabilityContentWBe,surfaceMatchRevZ,shapeMatchRevZ,surfaceMatchContentWRevZ,shapeMatchContentWRevZ,surfaceMatchContentWBeRevZ,shapeMatchContentWBeRevZ,matchNameabilityZ,matchNameabilityContentWZ,matchNameabilityContentWBeZ,surfaceMatchInd,surfaceMatchIndRev,surfaceMatchIndCW,surfaceMatchIndCWRev,surfaceMatchIndCWB,surfaceMatchIndCWBRev,shapeMatchInd,shapeMatchIndRev,shapeMatchIndCW,shapeMatchIndCWRev,shapeMatchIndCWB,shapeMatchIndCWBRev,surfaceMatchIndRevZ,shapeMatchIndRevZ,surfaceMatchIndCWRevZ,shapeMatchIndCWRevZ,surfaceMatchIndCWBRevZ,shapeMatchIndCWBRevZ,matchNameabilityIndZ,matchNameabilityIndCWZ,matchNameabilityIndCWBZ,surfaceToShapeNameIndZ,surfaceMatchIndLen,surfaceMatchIndLenCW,surfaceMatchIndLenCWB,shapeMatchIndLen,shapeMatchIndLenCW,shapeMatchIndLenCWB,surfaceToShapeMatchIndLen,surfaceToShapeMatchIndLenCW,surfaceToShapeMatchIndLenCWB
R_12xU6PPZpEI39rZ,1/13/16 15:36,1/13/16 15:37,1,1,Looking at the overall shape and less about the individual lines of the image,23,1,1,,5,Test2|Test4|Test3|Test1,1/2/02,2/2/01,3/2/01,4/2/01,X1.2.2,1,Test1,1.2.2,1.1.2,1.2.1,right,2,2,1,2to1,4,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.039791259,2.19941349,2.031118587,0.230633347,0.206628788,0.209291521,0.234451014,-1.254093395,0.164670313,-1.383497627,0.034107265,-1.315121452,-0.50982119,-0.609413657,-0.640507093,0.666666667,0.333333333,0.681818182,0.318181818,0.682926829,0.317073171,0.847457627,0.152542373,0.875,0.125,0.866666667,0.133333333,0.47619392,-1.219206931,0.558579801,-1.421821797,0.471118927,-1.34998885,-0.371506505,-0.431620998,-0.439434961,1.695400851,2.4,2.2,2.05,3.277777778,2.666666667,2.5,0.73220339,0.825,0.82
R_1DTDpphs00s9QQ0,1/13/16 14:34,1/13/16 14:36,1,1,"I very quickly identified which one seemed more similar, but then I counted the number of points on the upper or lower side to confirm that my choice was in fact more similar.",28,1,1,,5,Test4|Test1|Test3|Test2,1/1/02,2/2/02,3/1/01,4/1/02,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,2,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_1hAJUq7qiN8ROsw,1/13/16 14:36,1/13/16 14:37,1,1,Shape,33,6,2,,3,Test3|Test1|Test4|Test2,1/1/02,2/2/02,3/1/02,4/2/01,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,2,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_9GEs2FFcPVWxQSR,1/13/16 14:48,1/13/16 14:49,1,1,No strategy,25,1,1,,4,Test4|Test3|Test1|Test2,1/1/02,2/1/02,3/1/02,4/1/01,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,left,2,1,1,1to2,3,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_eRIXff0Kw9OYjol,1/13/16 14:50,1/13/16 14:51,1,1,Not really,20,1,1,,3,Test1|Test4|Test2|Test3,1/1/02,2/1/01,3/1/02,4/1/01,X1.1.2,2,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,1,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_SD9VlsX87Wpzd0B,1/13/16 14:51,1/13/16 14:52,1,1,Whichever picture struck me as the most similiar,36,1,1,,2,Test3|Test4|Test2|Test1,1/1/02,2/1/02,3/1/02,4/1/02,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,left,2,1,1,1to2,4,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_1gdQP7Qg6GLnr8s,1/13/16 14:54,1/13/16 14:55,1,1,I looked at the overall shape of the main object and picked the one most similar in that regard.,51,2,1,,6,Test3|Test2|Test4|Test1,1/1/02,2/2/01,3/2/02,4/2/01,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,4,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_10oMZmK1Fn9f91q,1/13/16 14:55,1/13/16 14:56,1,1,I just matched the shapes that looked most similar to the target shape,29,2,1,,2,Test3|Test1|Test4|Test2,1/1/02,2/2/02,3/2/01,4/1/02,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,2,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_6Jeqoymy2O3G1K9,1/13/16 14:54,1/13/16 14:57,1,1,"Usually overall shape, but at times the form of the edge (smooth or serrated) was a defining factor.",62,1,1,,5,Test3|Test1|Test2|Test4,1/1/02,2/2/01,3/2/02,4/1/01,X1.1.2,2,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,2,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_2VJGX3B8eXTVE3g,1/13/16 15:06,1/13/16 15:07,1,1,I just picked the ones that had the most similar shape,21,2,1,,3,Test4|Test1|Test3|Test2,1/1/02,2/2/02,3/1/01,4/2/02,X1.1.2,1,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,2,1,0,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_5z31fI8rzIhkNi1,1/13/16 15:08,1/13/16 15:09,1,1,Tried to picture if the image could easily change into one of he two shapes.,32,2,1,,3,Test2|Test4|Test1|Test3,1/1/02,2/2/02,3/1/02,4/2/01,X1.1.2,2,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,3,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_2OJ4CKprnPZATlb,1/13/16 15:18,1/13/16 15:19,1,1,shapes,29,1,1,,6,Test4|Test3|Test1|Test2,1/1/02,2/1/02,3/1/01,4/2/02,X1.1.2,2,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,3,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_1OpD7dUjEM5f6Hv,1/13/16 15:18,1/13/16 15:22,1,1,"I just went with gut, trying to put as little thought into it as possible.",35,1,1,,4,Test2|Test4|Test1|Test3,1/1/02,2/1/02,3/1/02,4/1/02,X1.1.2,2,Test1,1.1.2,1.2.2,1.1.1,right,2,1,1,1to2,3,0,1,0.631033183,0.368966817,0.598044397,0.401955603,0.595238095,0.404761905,0.848257115,0.151742885,0.870833333,0.129166667,0.861904762,0.138095238,2.431526319,3.111914342,2.931034483,0.260354851,0.265561135,0.271428571,1.489426251,-1.254093395,2.029433802,-1.383497627,1.993173616,-1.315121452,0.117666428,0.322968088,0.339026082,0.634615385,0.365384615,0.568181818,0.431818182,0.571428571,0.428571429,0.849056604,0.150943396,0.866666667,0.133333333,0.857142857,0.142857143,0.905441762,-1.244076298,1.952200983,-1.302457468,1.791726722,-1.216850433,-0.169317268,0.324871757,0.287438144,2.149518061,2.6,2.2,2.1,2.944444444,2.5,2.333333333,0.883018868,0.88,0.9
R_3HYAYsUDLfXGA0R,1/13/16 14:34,1/13/16 14:35,1,1,"I had no particular strategy, just chose the image that looked most similar",29,1,1,,5,Test3|Test1|Test2|Test4,1/2/01,2/1/02,3/2/01,4/2/01,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,2,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_25yCkIWx9Zj2llt,1/13/16 14:34,1/13/16 14:36,1,1,"Yes, by seeing the shape I decided. ",32,2,2,Telugu ,5,Test3|Test1|Test2|Test4,1/2/01,2/1/01,3/1/01,4/1/01,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,2,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_1Cq0q1vyYOoZsGC,1/13/16 14:48,1/13/16 14:48,1,1,I didn't have a strategy.,21,2,1,,3,Test4|Test1|Test3|Test2,1/2/01,2/2/01,3/2/02,4/1/02,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,2,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_XEQ1Ocaod7cmD9n,1/13/16 14:49,1/13/16 14:49,1,1,Gut instinct,32,1,1,,3,Test1|Test3|Test4|Test2,1/2/01,2/2/02,3/1/01,4/2/01,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,1,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_23fAdGimB1oYZZA,1/13/16 14:49,1/13/16 14:50,1,1,I made my choices instinctively ,33,1,1,,6,Test1|Test4|Test3|Test2,1/2/01,2/2/01,3/2/02,4/2/01,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,1,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_24rdlH3OLQNt7Bj,1/13/16 14:51,1/13/16 14:52,1,1,I based it on the resemblance of the shape.,24,1,1,,3,Test1|Test3|Test4|Test2,1/2/01,2/1/01,3/1/01,4/1/01,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,1,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_3oO8O8Vy3a8h4Vm,1/13/16 14:52,1/13/16 14:54,1,1,I think I paid more attention to the lines the shape was created with than the actual shape of the object...if they were similar. ,32,1,1,,5,Test2|Test3|Test1|Test4,1/2/01,2/1/01,3/1/01,4/1/02,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,3,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_2TmzWo6WUjGx19j,1/13/16 14:54,1/13/16 14:57,1,1,just matched those with similar styles. no,65,1,1,,3,Test1|Test2|Test4|Test3,1/2/01,2/2/02,3/1/01,4/2/02,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,1,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_3m4dHuLrLbRD2B3,1/13/16 15:03,1/13/16 15:05,1,1,I just chose the picture that best matched the shape of the original.  I had some second thoughts when the outline itself was dissimilar but in the end I just went with the shapes.,52,1,1,,3,Test3|Test4|Test2|Test1,1/2/01,2/1/02,3/1/02,4/2/01,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,4,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_2YPxbUyHPVXUFyW,1/13/16 15:05,1/13/16 15:06,1,1,whatever shapes were similar,25,3,1,,3,Test2|Test4|Test3|Test1,1/2/01,2/2/01,3/2/01,4/1/01,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,4,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_1fkmNvA0kvcfmXE,1/13/16 15:09,1/13/16 15:10,1,1,I responded by comparing the similarities of the images to each other.,22,1,1,,3,Test3|Test4|Test2|Test1,1/2/01,2/1/01,3/2/02,4/1/02,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,right,1,2,1,2to1,4,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_2wMstvsnVh8fJhI,1/13/16 15:13,1/13/16 15:15,1,1,I used my best judgement on which pictures I thought looked most similar.,37,1,1,,3,Test2|Test3|Test4|Test1,1/2/01,2/2/02,3/2/02,4/2/01,X1.2.1,2,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,4,0,1,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
R_1exU7lM9FZi3Wep,1/13/16 15:36,1/13/16 15:41,1,1,"I went by a combination of shape and texture. If the shape was represented but not the texture, I chose shape. I thought a similar texture was not sufficient enough to claim similarity. At least from an artist's perspective. ",50,2,1,,5,Test1|Test3|Test4|Test2,1/2/01,2/1/01,3/2/02,4/1/01,X1.2.1,1,Test1,1.2.1,1.1.1,1.2.2,left,1,2,1,2to1,1,1,0,0.69047619,0.30952381,0.715909091,0.284090909,0.719512195,0.280487805,0.735087719,0.264912281,0.708710407,0.291289593,0.702941176,0.297058824,1.168401135,0.975286849,0.944216373,0.287218045,0.287690251,0.288773314,0.234451014,0.534648612,0.164670313,0.980088602,0.034107265,0.967224474,0.384549813,0.572379458,0.500665869,0.714285714,0.285714286,0.75,0.25,0.756097561,0.243902439,0.736842105,0.263157895,0.705882353,0.294117647,0.7,0.3,-0.161545731,0.501229713,-0.277592907,1.000571937,-0.395529938,0.97993344,0.169841991,0.361489515,0.292201751,-0.662775444,2.45,2.2,2.05,2.590909091,2.318181818,2.272727273,0.945614035,0.949019608,0.902
